session_id,device_id,claimed_device_id,source_ip,gateway_id,registered_device,source_connection_count,source_diversity,battery_level,tcp_flags,connection_duration,tcp_rtt,packet_rate,inter_arrival_time,frame_length,tcp_segment_len,pairing_result,pairing_latency_ms,credential_status,mqtt_msg_type,connect_flags,clean_session,username_present,password_length,keep_alive,mqtt_version,connack_code,auth_result,auth_latency_ms,failed_auth_count,requested_topic,topic_length,operation,requested_qos,granted_qos,authorization_result,topic_scope_violation,retain_flag,message_id,duplicate_flag,payload_length,payload_hash,qos_level,message_rate,byte_rate,session_duration,trust_score,re_auth_required,gateway_decision,session_present,source_ip_change,replay_window_violation,behavior_deviation_score,s1_latency_ms,s2_latency_ms,s3_latency_ms,s4_latency_ms,s5_latency_ms,s6_latency_ms,is_anomaly,attack_type,attack_phase,severity,auth_reason,token_lifetime_s,step,step_latency_ms,step_success,token_age_s,dos_blocked_count
4f0e45d2-f952-4f79-a9d2-919fe9a53d4a,f5a05692-d190-4e71-be81-8cb05a003a62,f5a05692-d190-4e71-be81-8cb05a003a62,10.0.1.56,216302d8,1,1,1,41.3,"SYN,ACK",184.49,27.68,5.161,193.75,173,225,1,55.91,1,CONNECT,194,1,1,64,60,5,success,1,48.05,0,iot/f5a05692/telemetry,22,pub_sub,1,1,1,0,0,36595,0,1500,44d86726802fb95d21ec43b4cce1c298922fac987be57b85e7dedeb5b2c11d4e,1,0.14,34.93,42.94,0.9,0,session_valid,1,0,0,0.1,56.42,55.91,48.05,36.88,51.05,29.84,0,normal,none,none,token_issued,300.0,,,,,
62a9bb75-52d9-407d-9da8-a7683fb9f801,10b6f484-4ca1-4968-aa1f-14454b9d8860,10b6f484-4ca1-4968-aa1f-14454b9d8860,10.0.1.1,216302d8,1,1,1,7.4,"SYN,ACK",131.67,15.82,4.02,248.77,234,426,1,42.14,1,CONNECT,194,1,1,64,60,5,success,1,43.14,0,iot/10b6f484/telemetry,22,pub_sub,0,0,1,0,0,42714,0,2893,4b14b21fd1f0bd853e475adc9c9c97de3ee1887088dd1fe101f457e2300b8a0e,0,0.024,6.89,419.76,0.9,0,session_valid,1,0,0,0.1,47.37,42.14,43.14,45.04,37.73,38.17,0,normal,none,none,token_issued,300.0,,,,,
513e7955-6e8f-4a16-bfa2-164fb05dfce1,6fa96d3f-7421-4694-8a1d-439cffaa729a,6fa96d3f-7421-4694-8a1d-439cffaa729a,10.0.1.39,216302d8,1,1,1,81.5,"SYN,ACK",74.94,24.84,3.89,257.06,115,156,1,41.09,1,CONNECT,194,1,1,64,60,5,success,1,36.45,0,iot/6fa96d3f/telemetry,22,pub_sub,1,1,1,0,0,174,0,4115,e00b9d0b8e96081cd0d718b89460e3289dfbcd43252932a9bf013a16d46cb031,1,0.061,15.73,261.53,0.9,0,session_valid,1,0,0,0.1,28.61,41.09,36.45,54.47,63.79,37.94,0,normal,none,none,token_issued,300.0,,,,,
0983ce81-7b8b-4fe7-ac88-1d6964667825,a28423e9-cf8e-4828-89ae-4892a4a569d3,a28423e9-cf8e-4828-89ae-4892a4a569d3,10.0.1.141,216302d8,1,1,1,17.4,"SYN,ACK",162.33,20.05,8.125,123.08,163,429,1,48.22,1,CONNECT,194,1,1,64,60,5,success,1,29.88,0,iot/a28423e9/telemetry,22,pub_sub,0,0,1,0,0,22732,0,3876,550d85521af96821d9d5e246f059dfaf8b589fd1d42c3fe968011317e0d3cb9b,0,0.059,14.29,271.25,0.9,0,session_valid,1,0,0,0.1,3.95,48.22,29.88,43.57,60.91,41.82,0,normal,none,none,token_issued,300.0,,,,,
abb1c913-a40b-403e-939f-f4fdcc4c262e,94b156a3-c67c-4aee-befc-b70ffdf9d971,94b156a3-c67c-4aee-befc-b70ffdf9d971,10.0.1.94,216302d8,1,1,1,26.7,"SYN,ACK",47.18,14.93,7.206,138.77,145,155,1,18.18,1,CONNECT,194,1,1,64,60,5,success,1,40.31,0,iot/94b156a3/telemetry,22,pub_sub,2,2,1,0,0,3503,0,1306,31d337a2b4d13058235e210ca424ce1d822a0d560691f2c0e74dde8e15432ab2,2,0.018,4.59,284.45,0.9,0,session_valid,1,0,0,0.1,48.4,18.18,40.31,55.07,46.46,41.59,0,normal,none,none,token_issued,300.0,,,,,
f39e5374-340f-4f13-9f71-e5d997b65416,f5a05692-d190-4e71-be81-8cb05a003a62,f5a05692-d190-4e71-be81-8cb05a003a62,10.0.1.56,216302d8,1,2,1,41.3,"SYN,ACK",165.34,21.15,4.21,237.5,186,188,1,56.52,1,CONNECT,194,1,1,64,60,5,success,1,30.23,0,iot/f5a05692/telemetry,22,pub_sub,1,1,1,0,0,24021,0,4781,58bef2a73add53dc462dea8352c1b3a916cb2becc69a5156997c2e0e7549fe66,1,0.029,8.11,589.21,1.0,0,session_valid,1,0,0,0.0,57.74,56.52,30.23,64.02,43.41,40.35,0,normal,none,none,token_issued,300.0,,,,,
f5b96d54-5554-46f3-a802-8335783bb954,1514c7f4-03b9-4ab9-aff3-03eb6f70f1dc,1514c7f4-03b9-4ab9-aff3-03eb6f70f1dc,10.0.1.54,216302d8,1,1,1,80.2,"SYN,ACK",106.51,14.78,4.81,207.88,83,477,1,50.23,1,CONNECT,194,1,1,64,60,5,success,1,43.34,0,iot/1514c7f4/telemetry,22,pub_sub,0,0,1,0,0,48108,0,1909,52ff03b5db886a29fedd662a6b0c3ce37c168e202bb23949a0f132d758638cbf,0,0.015,3.26,584.93,0.9,0,session_valid,1,0,0,0.1,43.99,50.23,43.34,40.34,42.59,60.52,0,normal,none,none,token_issued,300.0,,,,,
595ddf83-8591-4e87-a4e6-07733457a91f,9d80f8e6-2832-4b3c-ba28-36f58b8a4bb2,9d80f8e6-2832-4b3c-ba28-36f58b8a4bb2,10.0.1.71,216302d8,1,1,1,56.2,"SYN,ACK",61.26,11.28,6.186,161.65,244,208,1,24.94,1,CONNECT,194,1,1,64,60,5,success,1,37.04,0,iot/9d80f8e6/telemetry,22,pub_sub,0,0,1,0,0,57879,0,1410,8e68d5cc70f13b3e0870cd21bf7880b1cff7b519983f4ba5ef5e10033af4a0f3,0,0.012,2.7,521.51,0.9,0,session_valid,1,0,0,0.1,58.0,24.94,37.04,48.84,42.97,41.3,0,normal,none,none,token_issued,300.0,,,,,
a2900959-9213-42d8-b874-989a206ae539,a76d7fac-5f3d-49ab-8dfb-316bbfb31431,a76d7fac-5f3d-49ab-8dfb-316bbfb31431,10.0.1.113,216302d8,1,1,1,14.3,"SYN,ACK",116.91,24.61,0.531,1882.52,95,466,1,55.85,1,CONNECT,194,1,1,64,60,5,success,1,47.73,0,iot/a76d7fac/telemetry,22,pub_sub,2,2,1,0,0,43648,0,2167,e7d8868dbd1564c5801eb231d9781dab12ccc068d0bf3877dd4a3aee2b033ee0,2,0.015,4.19,516.61,0.9,0,session_valid,1,0,0,0.1,46.74,55.85,47.73,35.15,59.61,26.43,0,normal,none,none,token_issued,300.0,,,,,
6d215039-7ada-4a05-bede-895e02339792,04d190db-a4f9-4ad5-a006-7f5b0b10407d,04d190db-a4f9-4ad5-a006-7f5b0b10407d,10.0.1.82,216302d8,1,1,1,20.7,"SYN,ACK",166.44,21.35,4.435,225.48,99,408,1,47.75,1,CONNECT,194,1,1,64,60,5,success,1,48.6,0,iot/04d190db/telemetry,22,pub_sub,1,1,1,0,0,59743,0,2447,82a54c8b3a28bfd26624a8dcd39a9669e90b56996abe74eb2e019768a59ab855,1,0.032,8.57,285.45,0.9,0,session_valid,1,0,0,0.1,44.39,47.75,48.6,49.14,53.22,51.31,0,normal,none,none,token_issued,300.0,,,,,
0515e1b7-59ed-44f8-90d6-a7bf618d1139,95433fac-946a-48a3-939b-39e479d58861,95433fac-946a-48a3-939b-39e479d58861,10.0.1.143,216302d8,1,1,1,5.9,"SYN,ACK",109.19,21.26,4.131,242.05,156,274,1,34.85,1,CONNECT,194,1,1,64,60,5,success,1,33.37,0,iot/95433fac/telemetry,22,pub_sub,0,0,1,0,0,51855,0,4646,a26a8e4d90e971f0e2eb713d0a74518026005fa0062ade5307f491f0cd0ef110,0,0.049,12.05,385.72,0.9,0,session_valid,1,0,0,0.1,20.84,34.85,33.37,53.48,42.66,38.7,0,normal,none,none,token_issued,300.0,,,,,
6dbf9328-543b-4bc9-b7d0-ad21f6264e06,0001abd2-75b6-41c8-af35-dabbc8de0310,0001abd2-75b6-41c8-af35-dabbc8de0310,10.0.1.27,216302d8,1,1,1,41.1,"SYN,ACK",115.67,23.83,5.077,196.96,76,412,1,47.81,1,CONNECT,194,1,1,64,60,5,success,1,45.49,0,iot/0001abd2/telemetry,22,pub_sub,1,1,1,0,0,17676,0,3044,4f55c7750c51e5bed6f4aaf39280253552bba80fde0e90bb4cddf0524e59424c,1,0.039,9.11,334.3,0.9,0,session_valid,1,0,0,0.1,22.01,47.81,45.49,53.26,62.83,48.17,0,normal,none,none,token_issued,300.0,,,,,
e06afeee-a2e5-42fd-98f0-c3e565ba2a7e,f13e6124-639b-46ea-9f11-1b587589092e,f13e6124-639b-46ea-9f11-1b587589092e,10.0.1.81,216302d8,1,1,1,67.7,"SYN,ACK",146.18,13.37,5.497,181.93,234,450,1,44.29,1,CONNECT,194,1,1,64,60,5,success,1,52.87,0,iot/f13e6124/telemetry,22,pub_sub,1,1,1,0,0,29482,0,2783,e004168808fc5833233e93c377b661f824c1e1c6d14e80240408ebf60d8c2464,1,0.023,5.79,480.38,0.9,0,session_valid,1,0,0,0.1,56.25,44.29,52.87,28.62,39.05,44.82,0,normal,none,none,token_issued,300.0,,,,,
d9882e51-a297-450e-a4f2-4883cd3ad5cf,51ce0c23-8cd8-4021-9200-7032436ced56,51ce0c23-8cd8-4021-9200-7032436ced56,10.0.1.118,216302d8,1,1,1,90.7,"SYN,ACK",142.92,19.76,3.895,256.72,112,453,1,42.54,1,CONNECT,194,1,1,64,60,5,success,1,31.98,0,iot/51ce0c23/telemetry,22,pub_sub,2,2,1,0,0,54809,0,3683,5875eeb635aea779787e6055a312fe01d0261eb0830397b14d6843e6894d99a2,2,0.022,7.27,506.41,0.9,0,session_valid,1,0,0,0.1,40.14,42.54,31.98,36.96,59.2,45.18,0,normal,none,none,token_issued,300.0,,,,,
9fdeed1f-7c0b-4ac9-9abc-b9b6693644eb,85dd70af-fcb9-4579-9546-7225467adcc1,85dd70af-fcb9-4579-9546-7225467adcc1,10.0.1.122,216302d8,1,1,1,67.9,"SYN,ACK",148.25,19.42,6.037,165.66,69,321,1,71.68,1,CONNECT,194,1,1,64,60,5,success,1,48.34,0,iot/85dd70af/telemetry,22,pub_sub,1,1,1,0,0,20769,0,1528,34a4d64c3883374d847240fa9d97f80ae8ffa85ca957e4aeb41601b36845c01d,1,0.012,3.14,487.03,0.9,0,session_valid,1,0,0,0.1,43.25,71.68,48.34,44.01,43.18,38.91,0,normal,none,none,token_issued,300.0,,,,,
6059284b-eafe-4112-8479-b91bdf459568,5406fe7a-9a8c-43d4-b97e-39071f1f2c3a,5406fe7a-9a8c-43d4-b97e-39071f1f2c3a,10.0.1.123,216302d8,1,1,1,19.7,"SYN,ACK",199.54,20.15,5.13,194.92,210,236,1,62.29,1,CONNECT,194,1,1,64,60,5,success,1,54.89,0,iot/5406fe7a/telemetry,22,pub_sub,2,2,1,0,0,56482,0,2533,3c75e91d6c9a6720af37b9e952a022a81673d055b88714571e5fc3cddd9be95b,2,0.024,6.84,370.19,0.9,0,session_valid,1,0,0,0.1,59.6,62.29,54.89,43.79,49.09,41.07,0,normal,none,none,token_issued,300.0,,,,,
b1d1bd6b-bfe3-4c24-bae5-c5e42cf6348e,871b8496-8b71-4f78-8cf3-432bb9285b23,871b8496-8b71-4f78-8cf3-432bb9285b23,10.0.1.42,216302d8,1,1,1,88.3,"SYN,ACK",112.08,17.24,8.624,115.96,111,129,1,55.13,1,CONNECT,194,1,1,64,60,5,success,1,52.09,0,iot/871b8496/telemetry,22,pub_sub,0,0,1,0,0,18671,0,5766,1fb4f7613ee7631f5cce4bcd11662e58c8580c9d8932ffdc1c29acf64a0e6504,0,0.033,10.16,567.25,0.9,0,session_valid,1,0,0,0.1,51.26,55.13,52.09,30.99,23.3,15.61,0,normal,none,none,token_issued,300.0,,,,,
c80e490d-6794-4d7b-a4fa-6789ef14853a,edf262cc-f108-4a80-b7b5-9a90ec37eca3,edf262cc-f108-4a80-b7b5-9a90ec37eca3,10.0.1.79,216302d8,1,1,1,82.5,"SYN,ACK",109.55,17.46,9.32,107.3,210,135,1,42.19,1,CONNECT,194,1,1,64,60,5,success,1,54.62,0,iot/edf262cc/telemetry,22,pub_sub,0,0,1,0,0,1378,0,4976,6cd8f820e8d378a525cf84b2db0527cb84e11798c2525481c8701751b0ed4cfa,0,0.087,22.69,219.31,0.9,0,session_valid,1,0,0,0.1,45.4,42.19,54.62,36.03,61.13,59.67,0,normal,none,none,token_issued,300.0,,,,,
4b23a143-6b46-4f34-bf86-0d9b5b085d96,fa16c5ce-686a-4475-9b8a-f72740e43c94,fa16c5ce-686a-4475-9b8a-f72740e43c94,10.0.1.112,216302d8,1,1,1,47.1,"SYN,ACK",175.63,19.68,7.142,140.03,88,262,1,61.67,1,CONNECT,194,1,1,64,60,5,success,1,52.62,0,iot/fa16c5ce/telemetry,22,pub_sub,2,2,1,0,0,44483,0,3087,c71105d8d691ae6f5b65ef5149b5f0174e80445240ef8d1bd0fd1e1aff04c772,2,0.028,5.41,571.11,0.9,0,session_valid,1,0,0,0.1,52.37,61.67,52.62,51.46,37.91,42.12,0,normal,none,none,token_issued,300.0,,,,,
6d7c33f6-2cab-44f9-ba79-d008f5fe8e30,2fb4db97-1d36-4f59-843c-25941e93c00c,2fb4db97-1d36-4f59-843c-25941e93c00c,10.0.1.153,216302d8,1,1,1,33.4,"SYN,ACK",187.73,21.79,2.592,385.87,209,212,1,55.46,1,CONNECT,194,1,1,64,60,5,success,1,35.26,0,iot/2fb4db97/telemetry,22,pub_sub,0,0,1,0,0,53533,0,4408,8f567343b755599d2f982d56f266da8924c47137ea5a52d143f99ff6c08addd2,0,0.088,21.61,203.96,0.9,0,session_valid,1,0,0,0.1,60.15,55.46,35.26,42.45,57.45,56.46,0,normal,none,none,token_issued,300.0,,,,,
5187f109-44c1-4905-96df-2dd210216a90,85dd70af-fcb9-4579-9546-7225467adcc1,85dd70af-fcb9-4579-9546-7225467adcc1,10.0.1.122,216302d8,1,2,1,67.9,"SYN,ACK",174.99,15.53,5.444,183.7,135,144,1,54.32,1,CONNECT,194,1,1,64,60,5,success,1,43.07,0,iot/85dd70af/telemetry,22,pub_sub,2,2,1,0,0,56273,0,5777,be006a2f8c1afdaddd8c77a59b307a8275e2202722227a8fe86d5ffc3583fe3a,2,0.282,81.49,70.9,1.0,0,session_valid,1,0,0,0.0,36.7,54.32,43.07,34.4,32.39,39.39,0,normal,none,none,token_issued,300.0,,,,,
f3479a5d-94ba-4068-8b59-6a4b8413a906,d9e4bb1e-ee56-4bc6-85c4-522e0c6e0072,d9e4bb1e-ee56-4bc6-85c4-522e0c6e0072,10.0.1.119,216302d8,1,1,1,41.0,"SYN,ACK",121.12,16.1,6.142,162.82,240,326,1,58.22,1,CONNECT,194,1,1,64,60,5,success,1,39.14,0,iot/d9e4bb1e/telemetry,22,pub_sub,1,1,1,0,0,17202,0,3693,bba320bcde28d4eece5a5350bfb818d79e9fc0885e94d06cf9f331e051033865,1,0.198,48.71,75.81,0.9,0,session_valid,1,0,0,0.1,77.16,58.22,39.14,60.28,46.22,57.32,0,normal,none,none,token_issued,300.0,,,,,
090689af-f4a8-4e73-8f03-950498283565,a76d7fac-5f3d-49ab-8dfb-316bbfb31431,a76d7fac-5f3d-49ab-8dfb-316bbfb31431,10.0.1.113,216302d8,1,2,1,14.3,"SYN,ACK",121.58,26.38,5.697,175.53,165,435,1,56.29,1,CONNECT,194,1,1,64,60,5,success,1,40.34,0,iot/a76d7fac/telemetry,22,pub_sub,2,2,1,0,0,35774,0,2081,a125058206bd0b97776411b183612847bf42221c394dd0e277f433de36ea31bd,2,0.02,5.8,358.65,1.0,0,session_valid,1,0,0,0.0,38.32,56.29,40.34,51.29,34.55,51.9,0,normal,none,none,token_issued,300.0,,,,,
c9de5121-6fea-4870-9474-728c86404959,59803578-788d-4bf7-a377-2ef05981d974,59803578-788d-4bf7-a377-2ef05981d974,10.0.1.103,216302d8,1,1,1,45.2,"SYN,ACK",111.06,16.96,5.683,175.97,187,424,1,39.17,1,CONNECT,194,1,1,64,60,5,success,1,58.03,0,iot/59803578/telemetry,22,pub_sub,1,1,1,0,0,46272,0,2187,47bda3dfc44fbb472cff5c4dda826380bbd6499d04a870acc68c42114797109f,1,0.029,6.95,314.86,0.9,0,session_valid,1,0,0,0.1,35.9,39.17,58.03,23.3,42.02,34.14,0,normal,none,none,token_issued,300.0,,,,,
5b04093b-a1b7-440d-8ba1-222dbdb8a64a,3c3e3ee1-aaf9-4b9e-98e5-c093a25e8875,3c3e3ee1-aaf9-4b9e-98e5-c093a25e8875,10.0.1.111,216302d8,1,1,1,48.9,"SYN,ACK",106.73,15.16,6.775,147.6,135,380,1,46.12,1,CONNECT,194,1,1,64,60,5,success,1,60.96,0,iot/3c3e3ee1/telemetry,22,pub_sub,0,0,1,0,0,54418,0,4160,c13e3c2e5c10a6c1e4ef13c678ac1efbf4233202c6fac9267da0d1abe1cbab5e,0,0.029,7.45,558.18,0.9,0,session_valid,1,0,0,0.1,52.33,46.12,60.96,41.32,52.7,41.11,0,normal,none,none,token_issued,300.0,,,,,
b4375fbd-a8eb-4e61-8da9-848d3e00a535,ff1eb61b-e4ad-4843-a3c4-ef6becd10252,ff1eb61b-e4ad-4843-a3c4-ef6becd10252,10.0.1.73,216302d8,1,1,1,35.8,"SYN,ACK",120.82,22.14,2.866,348.9,183,173,1,37.28,1,CONNECT,194,1,1,64,60,5,success,1,51.61,0,iot/ff1eb61b/telemetry,22,pub_sub,0,0,1,0,0,47688,0,825,df18482b20552c5f21ccb0555d31b39e49d93e3f74323cb10d2e29b4ef714283,0,0.014,2.24,368.6,0.9,0,session_valid,1,0,0,0.1,49.44,37.28,51.61,33.18,30.32,38.35,0,normal,none,none,token_issued,300.0,,,,,
fba52afc-43c4-456b-994a-e8936608b1a4,feca039c-bf84-435b-a0f1-54461a65e42d,feca039c-bf84-435b-a0f1-54461a65e42d,10.0.1.187,216302d8,1,1,1,86.6,"SYN,ACK",118.05,24.59,5.096,196.22,241,459,1,46.7,1,CONNECT,194,1,1,64,60,5,success,1,33.67,0,iot/feca039c/telemetry,22,pub_sub,0,0,1,0,0,49184,0,3078,4a6164a94e21310fa7219d894198788d879ac22fedaf6e6a9b8cf6435ca26def,0,0.016,5.34,576.0,0.9,0,session_valid,1,0,0,0.1,50.96,46.7,33.67,62.5,62.39,47.49,0,normal,none,none,token_issued,300.0,,,,,
ca636872-8044-44b7-901b-e39b78006181,a512b6fb-1a76-4093-bcfa-e4fedf698a75,a512b6fb-1a76-4093-bcfa-e4fedf698a75,10.0.1.48,216302d8,1,1,1,45.7,"SYN,ACK",136.53,23.16,7.411,134.93,65,316,1,41.92,1,CONNECT,194,1,1,64,60,5,success,1,27.66,0,iot/a512b6fb/telemetry,22,pub_sub,2,2,1,0,0,60716,0,5520,7929efd1eadcba5eb2fb5fc4f7187aea0f69a587357290b06228880ac3fc8108,2,0.039,12.69,434.92,0.9,0,session_valid,1,0,0,0.1,64.19,41.92,27.66,43.43,49.85,39.12,0,normal,none,none,token_issued,300.0,,,,,
d6be1aa8-8c45-44cf-a0ac-56a05e46e01d,e85b5340-0676-4cfb-b113-f1916d32e446,e85b5340-0676-4cfb-b113-f1916d32e446,10.0.1.191,216302d8,1,1,1,42.9,"SYN,ACK",105.5,19.23,2.288,437.06,73,212,1,31.17,1,CONNECT,194,1,1,64,60,5,success,1,53.24,0,iot/e85b5340/telemetry,22,pub_sub,0,0,1,0,0,60308,0,979,ce733bd6a3ac98274644034527c17929c630b7ebbb014f50c7d442aefae30a58,0,0.017,5.46,179.44,0.9,0,session_valid,1,0,0,0.1,50.86,31.17,53.24,46.13,42.34,48.07,0,normal,none,none,token_issued,300.0,,,,,
